Word Frequencies:
lorenzo: 162
jessica: 116
shylock: 212
tubal: 38
launcelet: 166
gobbo: 60
leonardo: 10
balthazar: 10
stephano: 180
salerio: 24
heiress: 2
nerissa: 130
waitingwoman: 6
magnificoes: 6
wearies: 4
wantwit: 2
tossing: 4
argosies: 6
signiors: 6
traffickers: 2
piers: 2
broth: 2
andrew: 238
dockd: 2
edifice: 4
enrobe: 2
bechancd: 2
twoheaded: 2
janus: 4
parrots: 4
bagpiper: 2
laughable: 2
leisures: 6
mortifying: 4
alabaster: 10
jaundice: 2
gudgeon: 2
exhortation: 2
bushels: 2
gagd: 2
warranty: 8
unburden: 2
unlockd: 2
schooldays: 6
adventuring: 2
prest: 6
messages: 4
undervalud: 2
colchos: 2
strond: 2
jasons: 4
rival: 12
questionless: 4
rackd: 4
chapels: 2
meshes: 2
reasoning: 4
inspirations: 2
lottry: 8
overname: 2
namest: 2
appropriation: 2
palatine: 4
neapolitans: 4
throstle: 4
acapring: 2
baron: 6
dumbshow: 8
oddly: 8
saxonys: 2
determinations: 2
caskets: 14
sibylla: 2
venetian: 20
marquis: 2
montferrat: 2
wive: 10
tripolis: 6
rialto: 10
mexico: 4
squandered: 2
boards: 2
landrats: 2
waterrats: 2
waterthieves: 2
landthievesi: 2
piratesand: 2
pork: 4
nazarite: 2
conjured: 6
publican: 2
usance: 4
congregate: 2
wellwon: 2
hebrew: 6
grazd: 2
labans: 2
abram: 18
laban: 2
compromisd: 2
eanlings: 2
streakd: 4
jacobs: 6
woolly: 4
breeders: 4
pilld: 2
eaning: 2
particolourd: 2
inserted: 4
cite: 8
usances: 2
misbeliever: 2
cutthroat: 2
spet: 6
jewish: 4
gaberdine: 6
bondmans: 2
whispring: 6
spurnd: 2
notary: 4
expires: 2
dealings: 6
forfeiture: 16
estimable: 4
muttons: 4
notarys: 2
shadowed: 6
burnishd: 4
thaws: 2
reddest: 2
bestregarded: 2
comer: 4
scimitar: 4
sophy: 6
sultan: 2
solyman: 2
oerstare: 2
sternest: 2
outbrave: 2
cubs: 2
shebear: 2
unworthier: 2
cursedst: 2
fia: 2
sonor: 2
tastewell: 2
incarnation: 2
jews: 22
truebegotten: 2
sandblind: 4
highgravel: 2
sonties: 2
hovelpost: 2
worshipped: 8
dobbin: 2
fillhorse: 2
dobbins: 2
gree: 2
hasted: 2
gramercy: 10
catercousins: 2
frutify: 2
impertinent: 4
comingin: 2
drowning: 18
featherbed: 2
misconstred: 2
prayerbooks: 2
gauge: 2
torchbearers: 4
torchbearer: 8
gratianos: 2
jessicathou: 2
gormandize: 2
mewhat: 4
abrewing: 2
moneybags: 4
ableeding: 4
ashwednesday: 2
squealing: 2
wryneckd: 2
clamber: 2
casements: 6
varnishd: 4
foppry: 2
jewess: 2
hagars: 2
snailslow: 2
wildcat: 4
crost: 2
outdwells: 2
obliged: 2
unforfeited: 2
scarfed: 2
huggd: 2
overweatherd: 2
obscurd: 6
runaway: 4
bassanios: 14
masquing: 4
inscription: 4
chooseth: 22
inscriptions: 2
disabling: 2
gravd: 2
wilds: 2
throughfares: 2
spets: 2
cerecloth: 2
immurd: 4
undervalued: 2
insculpd: 2
unlocks: 6
glisters: 6
inscrolld: 2
riddance: 4
outcries: 2
slubber: 4
riping: 2
ostents: 2
pries: 2
casualty: 2
treasurehouse: 2
corruptly: 2
purchasd: 8
peasantry: 2
portrait: 2
distinct: 6
wis: 4
wroth: 2
singd: 2
alighted: 6
regreets: 2
forespurrer: 2
highday: 8
unchecked: 4
lading: 4
goodwins: 2
prolixity: 4
antonioo: 2
fledged: 2
ivory: 16
cursy: 2
thwarted: 8
cooled: 8
healed: 4
genoa: 10
frankfort: 2
thouloss: 2
shedding: 6
antonios: 18
torturest: 2
turquoise: 2
leah: 2
synagogue: 4
peise: 4
eche: 4
torturer: 4
swanlike: 2
newcrowned: 2
dardanian: 2
engendred: 2
itding: 2
dong: 4
obscures: 4
grossness: 12
assumes: 4
crisped: 2
snaky: 2
guiled: 2
veiling: 2
midas: 2
threatenst: 2
palenness: 2
rashembracd: 2
shuddring: 2
greeneyd: 4
mesh: 2
tentrap: 2
cobwebs: 4
underprizing: 2
peals: 2
thricefair: 2
trebled: 2
livings: 2
unlessond: 2
unpractisd: 4
yoursmy: 2
blent: 4
intrest: 6
constitution: 4
unpleasantst: 2
blotted: 8
rating: 2
lisbon: 2
merchantmarring: 2
chus: 2
conditiond: 2
unwearied: 2
interposer: 2
dulleyed: 4
intercessors: 2
impenetrable: 2
forfeitures: 2
consisteth: 2
honesttrue: 2
padua: 90
bellario: 16
traject: 2
ferry: 4
accoutered: 2
prettier: 2
frays: 2
discontinued: 2
scylla: 2
charybdis: 2
porkeaters: 2
rasher: 2
negros: 2
witsnapper: 2
tricksy: 4
cheerst: 2
tabletalk: 2
uncapable: 4
envys: 6
leadest: 2
exacts: 2
glancing: 2
huddled: 2
brassy: 2
sabbath: 4
loathing: 6
ewe: 8
pines: 14
fretten: 2
thatthan: 2
conveniency: 4
wether: 4
keenness: 2
inexecrable: 2
waver: 2
wolfish: 2
starvd: 8
offendst: 2
attendeth: 4
bellarios: 2
impugn: 2
droppeth: 2
blesseth: 2
sceptred: 2
daniel: 12
appeareth: 4
barabbas: 2
rehearsd: 6
recant: 2
christning: 2
font: 4
scuse: 4
madwoman: 4
sighd: 10
cressid: 66
thisbe: 98
oertrip: 2
seabanks: 2
carthage: 14
outnight: 2
ceremoniously: 2
wo: 2
holloaing: 2
moonlight: 18
inlaid: 2
patens: 2
quiring: 2
youngeyed: 2
fetching: 2
bellowing: 4
stockish: 2
brightly: 4
empties: 4
endymion: 2
telltales: 4
gelt: 4
cutlers: 2
scrubbed: 4
blamei: 2
defending: 4
beset: 14
mending: 4
manna: 2
intergatory: 2
nerissas: 2
caiuss: 4
frogmore: 10
fords: 38
abraham: 10
fenton: 92
evans: 220
rugby: 68
coram: 2
custalorum: 2
ratolorum: 2
armigero: 2
obligationarmigero: 2
luces: 2
louses: 2
passant: 2
pyr: 2
disparagements: 2
benevolence: 2
atonements: 2
compremises: 2
vizaments: 2
prain: 4
goot: 10
fery: 12
deathsbedgot: 2
resurrectionsgive: 2
pribbles: 4
possibilities: 2
wellwillers: 2
gots: 6
plessing: 2
peradventures: 2
likings: 4
cotsall: 2
redressed: 2
worts: 4
cabbageslender: 2
conycatching: 4
banbury: 2
mephostophilus: 2
slice: 4
umpires: 2
fidelicet: 4
finally: 2
prief: 2
ork: 4
discreetly: 4
tevil: 2
tam: 6
affectations: 2
slenders: 6
millsixpences: 2
shovelboards: 2
yed: 2
miller: 4
mountainforeignersir: 2
latten: 2
bilbo: 4
labras: 2
avised: 4
nuthooks: 2
fap: 2
cashiered: 4
udge: 2
shortcake: 2
allhallowmas: 2
itto: 2
oman: 20
possitable: 2
ord: 2
ort: 4
annewould: 2
plessed: 2
ahungry: 4
fencethree: 2
veneys: 2
prunesand: 2
sackerson: 2
laundry: 2
washer: 2
wringer: 2
altogethers: 2
pippins: 2
rook: 8
scholarly: 2
cashier: 2
emperorcaesar: 2
keiser: 2
pheazar: 2
followlet: 2
hungarian: 2
spigot: 2
tinderbox: 2
thefts: 4
conycatch: 2
carves: 2
invitation: 2
englished: 2
willout: 2
legion: 6
exteriors: 2
intention: 4
burningglass: 2
guiana: 2
exchequers: 2
pageand: 2
pandarus: 384
humourletter: 2
tightly: 4
hailstones: 2
roguesmyself: 2
skirted: 2
gourd: 2
fullam: 2
phrygian: 10
operations: 2
yellowness: 2
breedbate: 2
glovers: 2
paringknife: 2
wee: 2
caincoloured: 2
softlysprighted: 2
warrener: 2
vat: 18
dese: 2
vetch: 2
botine: 2
verte: 2
greena: 4
fe: 8
fait: 2
chaud: 2
vais: 2
courla: 2
grande: 2
affaire: 2
mettele: 2
dpche: 2
quicklyvere: 2
takea: 2
quay: 2
joubli: 2
dere: 6
vill: 16
varld: 2
larron: 2
phlegmatic: 2
vell: 4
peacea: 2
tonguespeaka: 2
senda: 2
yourugby: 2
baille: 2
papertarry: 2
littlea: 2
masteri: 2
brew: 8
notwithstandingto: 2
itmy: 2
annes: 8
jacknape: 2
givea: 2
dis: 6
gar: 60
shallenge: 2
troat: 2
jackanape: 4
mattera: 2
tella: 4
jarteer: 6
doorfollow: 2
anfools: 2
nan: 22
allicholy: 2
youwell: 4
gentlemanbut: 2
loveletters: 2
holidaytime: 2
precisian: 2
metis: 2
phrasebut: 2
wellnigh: 6
unweighed: 2
flemish: 2
pickedwith: 2
nameout: 2
frugal: 4
puddings: 6
wellbehaved: 2
uncomeliness: 2
hundredth: 2
psalm: 2
greensleeves: 4
namessure: 2
edition: 4
giantess: 2
samethe: 2
boarding: 2
finebaited: 2
chariness: 2
unmeasurable: 4
gallimaufry: 4
actaeon: 4
ringwood: 2
nymbelieve: 2
humoured: 4
drawling: 2
itwell: 2
cataian: 4
fellowwell: 2
nowwill: 2
ranting: 2
merrilyhow: 2
gentlemancavaliero: 2
followgood: 2
cavaliero: 6
pottle: 6
recourse: 8
egress: 2
regresssaid: 2
mynheers: 2
distanceyour: 2
stoccadoes: 2
grated: 4
coachfellow: 2
gemini: 2
endanger: 4
goa: 2
throngto: 2
pickthatch: 2
unconfinable: 2
lurch: 2
catamountain: 2
redlattice: 2
swearer: 2
musk: 2
rushling: 2
alligant: 2
eyewink: 2
sip: 6
earlsnay: 2
pensionersbut: 2
shemercury: 2
notify: 4
frampold: 2
fartuous: 2
attraction: 4
nayword: 6
womanthis: 2
distracts: 2
whelm: 2
willgive: 4
emboldened: 4
unseasoned: 2
scholari: 2
imperfection: 4
importuned: 2
erected: 4
enlargeth: 2
courtlike: 2
excellency: 6
detection: 2
embattled: 2
gobetween: 2
wittolly: 2
masses: 2
wellfavoured: 10
saltbutter: 2
predominate: 4
ransacked: 4
gnawn: 2
amaimon: 2
wittol: 2
fleming: 2
ambling: 6
ruminates: 4
devises: 2
pible: 2
punto: 4
montant: 2
ethiopian: 2
aesculapius: 4
jackpriest: 2
vorld: 2
castalion: 2
urinal: 6
curer: 6
bodykins: 2
itches: 4
pagemaster: 2
justicea: 2
mockwater: 4
mockvater: 4
jackdog: 2
clapperclaw: 2
clapperdeclaw: 4
tank: 4
bullybut: 2
afeasting: 2
procurea: 2
pettyward: 2
parkward: 2
fehemently: 2
trempling: 2
melancholies: 2
knog: 6
urinals: 2
madrigals: 8
peds: 2
posies: 8
pabylon: 2
vagram: 2
gownor: 2
stillin: 2
hibbocrates: 2
disarm: 4
leta: 2
verefore: 2
meeta: 2
cogscomb: 2
gaul: 2
soulcurer: 2
bodycurer: 2
noverbs: 2
terrestrial: 4
makea: 4
vloutingstog: 2
scall: 2
cogging: 6
noddles: 2
thattwo: 2
dickens: 2
soseeming: 2
divulge: 2
lingered: 4
begar: 2
lovea: 4
nursha: 2
mush: 2
pipewine: 2
dancewill: 2
buckbasket: 12
warrantwhat: 2
brewhouse: 2
staggering: 4
whitsters: 2
datchet: 8
directionbe: 2
eyasmusket: 2
jackalent: 4
sogo: 2
humidity: 4
pumpion: 2
jays: 4
shiptire: 2
tirevaliant: 2
fixture: 6
semicircled: 2
farthingale: 6
bucklersbury: 2
simpletime: 2
limekiln: 2
tattling: 4
welladay: 12
bucking: 2
orit: 2
whitingtimesend: 2
boycall: 2
fordyou: 2
cowlstaff: 2
drumble: 2
laundress: 4
ithow: 2
buckwashing: 2
uncape: 2
pageup: 2
anypody: 2
presses: 8
nobodies: 2
pad: 2
omans: 2
abirding: 8
turd: 2
mockeries: 2
thenhark: 2
slid: 4
venturing: 2
himpray: 2
longtail: 2
comfortshe: 2
heartlings: 2
slenderlove: 2
bowled: 2
turnips: 2
wordbut: 2
speciously: 4
barrow: 2
bitchs: 2
alacrity: 10
shelvy: 2
shallowa: 2
swelled: 2
snowballs: 2
pills: 4
chalices: 2
pullet: 2
sperm: 2
brewage: 2
peaking: 2
cornuto: 2
protested: 2
instigated: 2
rammed: 2
socks: 2
rankest: 4
ordaining: 2
compassed: 8
kidney: 2
thatthat: 2
suffocation: 2
horseshoe: 2
thathissing: 2
hotthink: 2
etna: 4
buckbaskets: 2
pepperbox: 2
accidence: 2
nouns: 4
tattlings: 2
pulcher: 2
polecats: 4
peacewhat: 2
lapis: 6
pronoun: 2
singulariter: 2
nominativo: 4
haec: 2
hig: 2
haeg: 2
genitivo: 2
huius: 2
accusative: 2
accusativo: 4
hinc: 2
hanghog: 2
omanwhat: 2
focative: 4
ovocativoo: 2
genitive: 6
plural: 4
horum: 4
harum: 2
jennys: 2
wordshe: 2
hick: 2
mfie: 2
lunatics: 4
understandings: 2
genders: 2
declensions: 2
pronouns: 2
quae: 2
quaes: 2
quods: 2
preeches: 2
sprag: 2
lunes: 4
birdingpieces: 2
kilnhole: 4
johnunless: 2
brentford: 12
thrummed: 2
toorun: 2
unfool: 2
againset: 2
panderly: 2
shamedwhat: 2
bleaching: 4
fordmistress: 2
dishonesty: 8
brazenface: 2
outcome: 2
reasonablepluck: 2
fidelity: 2
tablesport: 2
walnut: 2
fortunetelling: 2
daubery: 2
nothingcome: 2
husbandgood: 2
prat: 4
polecat: 2
runnion: 2
fortunetell: 2
peard: 4
unpitifully: 2
scrape: 6
unvirtuous: 2
peaten: 2
herne: 12
milchkine: 4
idleheaded: 2
hernes: 8
urchins: 6
oafs: 4
rattles: 2
sawpit: 2
diffused: 4
amazedness: 4
encircle: 2
fairylike: 2
dishorn: 2
taber: 2
etongo: 2
tricking: 2
moneyed: 2
boor: 2
thickskin: 4
standingbed: 2
trucklebed: 4
anthropophaginian: 2
callbully: 2
ephesian: 2
bohemiantartar: 2
tarries: 4
privacy: 6
musselshell: 2
cozened: 24
varletto: 2
cozeners: 4
eton: 6
faustuses: 2
entertainments: 2
cozengermans: 2
readings: 2
colebrook: 2
vloutingstocks: 2
dilemma: 2
jamany: 2
goassist: 2
undonefly: 2
cudgelled: 6
fishermens: 2
prospered: 2
chooser: 2
deanry: 2
seemingly: 2
vizarded: 4
enrobed: 2
ribbons: 10
flaring: 2
goliath: 2
shuttle: 2
budget: 8
decipher: 2
deanery: 4
heartbreak: 2
lewdsters: 2
trib: 8
pold: 2
watchords: 2
pid: 2
europa: 6
leda: 2
ruttime: 2
piss: 4
scut: 2
potatoes: 2
kissingcomfits: 2
eringoes: 2
provocation: 4
embraces: 14
bribed: 4
hobgoblin: 6
revellers: 4
shades: 8
oyes: 4
cricket: 2
unraked: 2
hearths: 2
bilberry: 2
sluts: 4
bead: 4
instalment: 4
meadowfairies: 2
expressure: 6
fertilefresh: 2
honi: 2
soit: 2
mal: 2
emrald: 2
tufts: 2
sapphire: 4
embroidery: 2
glowworms: 6
lanterns: 2
oerlooked: 4
trialfire: 2
fingerend: 2
starlight: 6
pinse: 2
oerreaching: 2
seese: 4
putter: 6
fritters: 2
latewalking: 2
hodgepudding: 2
fornications: 2
metheglins: 2
drinkings: 2
swearings: 4
starings: 2
flannel: 2
plummet: 6
whoa: 2
lubberly: 2
postmasters: 4
garon: 2
paysan: 2
misgives: 8
fentonhow: 2
unduteous: 2
evitate: 2
irreligious: 6
eschewed: 2
nightdogs: 2
furthermaster: 2
theseus: 348
quinces: 6
hippolyta: 140
bethrothed: 2
egeus: 34
hermia: 196
lysander: 202
philostrate: 28
quince: 102
snug: 18
joiner: 10
flute: 30
bellowsmender: 6
snout: 34
oberon: 92
titania: 80
puck: 102
goodfellow: 4
peaseblossom: 22
cobweb: 24
mustardseed: 26
pyramus: 120
wanes: 2
solemnities: 2
merriments: 2
interchangd: 2
lovetokens: 2
bracelets: 6
knacks: 6
nosegays: 4
sweetmeats: 4
prevailment: 2
unhardend: 2
filchd: 2
imprinted: 4
chanting: 2
thriceblessd: 2
earthlier: 2
sealingday: 2
hermias: 14
boasts: 4
prosecute: 8
nedars: 4
spotted: 26
overfull: 2
selfaffairs: 2
itbut: 2
schooling: 2
misgraffd: 2
momentany: 2
collied: 4
unfolds: 6
knitteth: 2
prospers: 2
lodestars: 2
tuneable: 4
decking: 4
errs: 6
unheedy: 2
dissolvd: 4
treats: 6
pyramusa: 2
performing: 8
restyet: 2
ercles: 4
shivering: 4
phibbus: 2
condoling: 2
thisne: 2
thisneah: 2
thisbes: 16
strawcolour: 2
orangetawny: 4
purpleingrain: 2
frenchcrowncolour: 2
barefaced: 2
courageously: 6
bowstrings: 2
pensioners: 2
freckles: 2
dewdrops: 2
spangled: 4
villagery: 2
quern: 2
churn: 2
barm: 2
nightwanderers: 4
wanderer: 4
beanfed: 2
filly: 2
foal: 2
dewlap: 2
mistaketh: 2
loffe: 2
neeze: 2
fairyland: 6
versing: 2
phillida: 2
bouncing: 4
buskind: 2
glimmering: 6
perigenia: 2
aegles: 2
ariadne: 4
antiopa: 2
pavd: 2
rushy: 2
beachd: 2
ringlets: 4
piping: 4
ploughman: 8
rotted: 6
attaind: 2
murrion: 2
ninemensmorris: 2
mazes: 2
undistinguishable: 4
governess: 4
distemperature: 6
hoaryheaded: 2
odorous: 4
chaplet: 2
childing: 2
henchman: 2
votress: 4
spicd: 2
gossipd: 2
bigbellied: 2
dolphins: 4
harmonious: 4
seamaids: 2
thrond: 2
loosd: 4
loveshaft: 2
smartly: 2
fancyfree: 2
loveinidleness: 2
slayeth: 2
wode: 2
plainest: 4
daphne: 4
thyme: 6
oxlips: 6
overcanopied: 2
luscious: 4
woodbine: 6
muskroses: 4
enamelld: 2
streak: 2
espies: 6
roundel: 2
muskrose: 2
reremice: 2
hoots: 2
hedgehogs: 4
newts: 2
lullaby: 16
lulla: 8
weaving: 2
longleggd: 2
spinners: 4
squeezes: 2
titanias: 2
wakst: 10
interchaind: 2
bedroom: 2
lacklove: 2
killcourtesy: 2
eyelid: 2
sphery: 2
tiringhouse: 2
lakin: 4
wildfowl: 4
almanack: 2
chink: 10
roughcast: 6
cranny: 6
homespuns: 2
pyramusthisbe: 2
lilywhite: 2
brisky: 2
ninnys: 8
ninus: 4
cues: 2
allpyramus: 2
asshead: 4
finch: 4
gleek: 4
apricocks: 4
dewberries: 2
mulberries: 6
honeybags: 2
humblebees: 2
nighttapers: 2
moonbeams: 2
heartilyi: 2
youyour: 2
squash: 6
tooyour: 2
oxbeef: 2
silently: 2
nightrule: 2
mechanicals: 2
nole: 2
mimic: 2
fowler: 2
russetpated: 2
cawing: 2
yielders: 2
athenians: 16
lovejuice: 4
sleepingthat: 2
eyd: 6
bord: 2
piercd: 4
drivst: 2
doubler: 2
misprisd: 2
lysanders: 8
trueloves: 2
oerrules: 2
fancysick: 2
archery: 4
gloriously: 4
prepostrously: 2
derision: 10
devilishholy: 2
cherries: 6
congeald: 4
fannd: 4
superpraise: 2
guestwise: 2
disparage: 4
aby: 4
engilds: 2
oes: 2
shard: 4
hastyfooted: 2
uso: 2
sampler: 4
warbling: 4
unlovd: 2
chronicled: 6
loathd: 6
meo: 4
cankerblossom: 2
bashfulness: 2
statures: 2
personage: 6
maypole: 4
shrewishness: 2
hinders: 2
vixen: 2
minimus: 2
hindring: 4
knotgrass: 2
jole: 2
mistakst: 4
commitst: 2
willfully: 2
blameless: 4
nointed: 4
overcast: 2
starry: 2
astray: 4
deathcounterfeiting: 2
batty: 2
auroras: 4
crossways: 2
wormy: 2
blackbrowd: 4
groves: 12
fieryred: 4
saltgreen: 2
lighterheeld: 2
mockst: 2
constraineth: 2
bedabbled: 2
coy: 20
redhipped: 2
thistle: 6
honeybag: 6
overflown: 2
cavalery: 2
tongs: 2
desirest: 4
munch: 2
squirrels: 2
nuts: 4
entwist: 2
enrings: 2
barky: 2
flouriets: 2
taunted: 2
scalp: 4
visions: 6
awhilerobin: 2
charmeth: 2
pairs: 2
uncouple: 6
valley: 6
cadmus: 2
sparta: 6
spartan: 6
flewd: 2
sanded: 2
crookkneed: 2
dewlapd: 2
thessalian: 2
hollad: 2
hearbut: 2
woodbirds: 2
gaud: 2
eternally: 4
wasthere: 2
hadbut: 2
handicraft: 2
pumps: 4
garlick: 2
shaping: 2
comprehends: 6
local: 4
imagining: 2
transfigurd: 2
aftersupper: 4
torturing: 6
abridgment: 2
tipsy: 2
thebes: 46
critical: 6
sorting: 2
hardhanded: 2
unbreathd: 2
shiver: 2
periods: 4
throttle: 2
dumbly: 6
recorder: 4
impaired: 2
disordered: 8
broachd: 4
crannied: 2
wittiest: 2
grimlookd: 2
blink: 2
moans: 18
limander: 2
shafalus: 4
procrus: 4
mural: 2
silliest: 2
hornd: 4
thornbush: 4
moused: 2
gleams: 2
thrum: 2
deflowerd: 2
isno: 2
nowhich: 2
bergomask: 4
notably: 2
outsleep: 2
overwatchd: 2
palpablegross: 2
behowls: 2
screeching: 2
churchway: 2
frolic: 4
broom: 6
fielddew: 2
slumberd: 2
unearnd: 2
leonatos: 66
pedro: 312
benedick: 398
leonato: 324
borachio: 102
conrade: 62
dogberry: 120
verges: 56
headborough: 2
beatrice: 318
achiever: 2
overflow: 10
mountanto: 2
trencherman: 2
stuffingwell: 2
squarer: 2
turncoat: 2
predestinate: 2
scratching: 6
parrotteacher: 2
continuer: 2
heartly: 2
harefinder: 2
vulcan: 6
constrain: 4
troths: 4
recheat: 2
winded: 6
baldrick: 2
isfor: 2
fineri: 2
brothelhouse: 2
tuition: 2
basted: 2
warthoughts: 2
thronging: 6
beganst: 2
salvd: 2
broader: 4
thickpleached: 2
alley: 4
accordant: 2
disdained: 8
enfranchised: 8
betroths: 2
unquietness: 4
marchchick: 2
perfumer: 2
whipt: 2
startup: 2
tartly: 2
heartburned: 2
benedicks: 6
bearward: 2
overmastered: 2
marl: 2
repenting: 2
scotch: 4
cinquepace: 4
ancientry: 4
philemons: 2
thatchd: 4
waggling: 2
illwell: 2
devising: 2
libertines: 2
wooss: 2
negotiate: 4
drovier: 2
sedges: 8
warren: 2
overjoyd: 4
huddling: 2
terminations: 2
toothpicker: 2
furthest: 4
prester: 2
chams: 2
pygmies: 4
harpy: 8
orange: 4
perfectest: 2
sunburnt: 4
unhappiness: 4
crutches: 8
sevennight: 2
watchings: 2
unhopefullest: 2
archer: 6
lovegods: 2
medicinable: 2
covertly: 2
claudiowhose: 2
upto: 2
asin: 2
maidthat: 2
heros: 16
cheapen: 4
withdraws: 6
hushd: 8
kidfox: 2
wooes: 2
deceivers: 2
mo: 12
dumps: 10
leavy: 2
singest: 2
nightraven: 2
ayaside: 2
sobs: 10
crossness: 2
manas: 2
allhath: 2
avoids: 2
necessarily: 4
detractions: 2
knifes: 8
parlour: 4
proposing: 2
ursala: 2
overheardst: 4
honeysuckles: 2
pleasantst: 2
greedily: 2
haggards: 2
newtrothed: 2
misprising: 4
selfendeard: 2
featurd: 2
antick: 4
illheaded: 2
purchaseth: 2
empoison: 2
haveas: 2
limd: 2
reportingly: 2
bowstring: 2
clapper: 2
sadder: 6
brushes: 4
lutestring: 2
upwards: 2
hobbyhorses: 2
dearness: 2
illspent: 2
shortenedfor: 2
ofthe: 2
untowardly: 2
desartless: 2
oatcake: 2
vagrom: 2
bidden: 2
babble: 4
alehouses: 2
defiled: 14
peaceable: 4
baes: 2
bleats: 2
vigitant: 2
itched: 2
drizzles: 2
giddily: 4
fiveandthirty: 4
bels: 2
shaven: 2
smirched: 4
nighti: 2
vilelyi: 2
rebato: 2
milans: 2
laced: 8
underborne: 2
bluish: 2
tinsel: 2
stables: 6
illegitimate: 4
sailing: 6
carduus: 2
benedictus: 8
prickst: 2
decerns: 2
palabras: 2
comprehended: 2
aspicious: 2
suffigance: 2
noncome: 2
excommunication: 2
conjoined: 2
interjections: 2
sensuality: 4
fatherly: 4
catechizing: 2
misgovernment: 2
mird: 2
valuing: 2
sheo: 2
attird: 4
observations: 2
experimental: 2
conversd: 2
familys: 2
epitaphs: 8
idea: 4
levelld: 6
reclusive: 2
inwardness: 2
unmitigated: 2
rancouro: 2
comfect: 2
dissembly: 2
eftest: 2
burglary: 2
opinioned: 2
householder: 2
comforter: 10
overwhelmd: 2
lineament: 4
candlewasters: 2
preceptial: 2
differ: 4
nowwell: 2
dissembler: 4
fleer: 4
dotard: 6
lustihood: 4
daff: 2
braggarts: 6
milksops: 2
fashionmonging: 2
deprave: 2
antickly: 2
hideousness: 2
snapped: 2
highproof: 2
calfshead: 2
transshape: 2
properest: 2
gossiplike: 2
discontinue: 4
lackbeard: 2
secondarily: 2
thirdly: 4
reasoned: 2
plaintiffs: 2
beliest: 2
enjoin: 4
overkindness: 2
sirwhich: 2
plaintiff: 4
borrows: 8
prohibit: 2
fencers: 2
swimmer: 4
employer: 2
carpetmongers: 2
rime: 10
babbling: 12
riming: 2
unkissed: 2
intermingle: 6
wiseif: 2
contraryto: 2
praiseworthy: 2
dapples: 2
luckier: 2
rendred: 4
maskd: 6
enigmatical: 2
february: 2
cloudiness: 2
tip: 8
certainer: 2
witcrackers: 2
epigram: 2
hoped: 2
doubledealer: 4
narrowly: 6
tipped: 2
punishments: 2
pipers: 2
seaport: 6
brabantio: 94
desdemonas: 8
lodovico: 88
cassio: 488
iago: 722
montano: 68
othellos: 24
roderigo: 210
desdemona: 448
bianca: 224
offcappd: 2
evades: 2
nonsuits: 2
mediators: 4
arithmetician: 2
squadron: 2
spinster: 2
toged: 2
rhodes: 12
beleed: 2
calmd: 6
countercaster: 2
moorships: 2
affind: 6
kneecrooking: 2
cashierd: 4
lind: 2
thicklips: 2
carryt: 2
tupping: 2
distempering: 2
ruffians: 6
gennets: 2
oddeven: 2
gondolier: 2
clasps: 6
wheeling: 2
deluding: 4
tinder: 2
oppresses: 2
producd: 2
sagittary: 6
deceives: 6
maidhood: 4
yerkd: 2
prated: 2
godliness: 4
magnifico: 2
signiory: 2
outtongue: 2
promulgatei: 2
reachd: 2
unhoused: 4
circumscription: 2
hasteposthaste: 2
quests: 2
carrack: 4
tocome: 2
stowd: 2
guardage: 2
sooty: 2
thouto: 2
minerals: 2
disputed: 2
abuser: 2
prompter: 4
bondslaves: 2
statesmen: 2
disproportiond: 2
nowwhats: 2
importancy: 2
facile: 2
neglecting: 6
ottomites: 6
steering: 2
injointed: 2
restem: 2
luccicos: 2
postposthaste: 2
ottoman: 2
floodgate: 2
engluts: 2
tented: 2
unvarnishd: 2
maimd: 6
mixtures: 2
overt: 2
affordeth: 2
yearthe: 2
sieges: 2
disastrous: 2
hairbreadth: 2
travelers: 2
antres: 2
quarries: 2
speaksuch: 2
anthropophagi: 2
pliant: 2
intentively: 2
mancome: 2
preferring: 2
theefor: 2
grise: 4
depended: 2
thricedriven: 2
agnize: 2
accommodation: 2
levels: 2
lightwingd: 2
seel: 2
disports: 4
housewives: 4
skillet: 2
indign: 2
adversities: 2
assign: 6
incontinently: 2
silliness: 2
guineahen: 2
lettuce: 2
hyssop: 2
unbitted: 2
scion: 4
cables: 2
toughness: 2
moorput: 2
pursenor: 2
sequestrationput: 2
moors: 4
locusts: 2
acerb: 2
coloquintida: 2
sated: 2
barbarian: 4
supersubtle: 2
retell: 2
snipe: 2
cassios: 20
highwrought: 2
ruffiand: 2
mortise: 2
segregation: 2
windshakd: 2
molestation: 2
enchafed: 2
enshelterd: 2
embayd: 2
bangd: 2
designment: 2
halts: 4
veronessa: 2
aerial: 2
expectancy: 2
arrivance: 2
wivd: 2
paragons: 2
blazoning: 4
essential: 2
ingener: 2
gutterd: 2
ensteepd: 2
anticipates: 2
sennights: 2
extincted: 2
enwheel: 2
fearhow: 2
parlours: 2
wildcats: 2
assaytheres: 2
birdlime: 2
helpd: 2
paradoxes: 4
praisest: 2
conclusiondo: 2
husbandhow: 2
ensnare: 4
gyve: 2
clysterpipes: 2
calms: 2
olympushigh: 2
hells: 6
discords: 10
pegs: 2
comfortsi: 2
disembark: 4
respectcome: 2
valiantas: 2
themlist: 2
satiety: 8
conveniences: 4
disrelish: 2
unforced: 2
position: 10
eminently: 2
conscionable: 2
finder: 4
